hts8|brief_description|quantity_1_code|quantity_2_code|mfn_ave97|mfn_rate_type_code|wto_binding_code|mfn_ad_val_rate|mfn_specific_rate|mfn_other_rate|gsp_indicator|gsp_ctry_excluded|apta_indicator|civil_air_indicator|cbi_indicator|cbi_ad_val_rate|cbi_specific_rate|israel_fta_indicator|atpa_indicator|atpa_ad_val_rate|atpa_specific_rate|pharmaceutical_ind|dyes_indicator|nafta_canada_ind|canada_ad_val_rate|canada_specific_rate|canada_other_rate|nafta_mexico_ind|mexico_ad_val_rate|mexico_specific_rate|mexico_other_rate|col2_rate_type_code|col2_ad_val_rate|col2_specific_rate|col2_other_rate|begin_effect_date|end_effective_date
21031000|Soy sauce|KG||0.03|7|B|0.03|0|0|A||||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21032020|Tomato ketchup|KG||0.068|7|B|0.068|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21033020|Mustard flour and meal|KG||0|0|B|0|0|0||||||||||||||||||||||1|0|0.22|0|01/01/1989 00:00:00|12/31/1999 00:00:00
21033040|Prepared mustard|KG||0.023|1|B|0|0.036|0|A||||E|0|0|IL|J|0|0|||CA|0|0.004|0|MX|0|0|0|1|0|0.22|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21039020|Sauces derived or prepared from fish|KG||0|0|B|0|0|0||||||||||||||||||||||7|0.3|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
21039040|Nonalcoholic preparations of yeast extract (other than sauces)|KG||0.041|7|B|0.041|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.2|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21039072|Mixed condiments and mixed seasonings (described in add US note 3 to Ch. 21), subject to gen. note 15 of the HTS|KG||0.075|7|B|0.075|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21039074|Mixed condiments and mixed seasonings (described in add US note 3 to Ch. 21), subject to add. US note 8(a) to Ch.17, not GN15|KG||0.075|7|B|0.075|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|||||7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21039078|Mixed condiments and mixed seasonings (described in add US note 3 to Ch. 21), not subject to gen note 15 or add. US note 8(a) to Ch.17|KG||0.292|4|B|0.07|0.332|0||||||||||||||||||MX|9999.99999999|9999.99999999|9999.99999999|4|0.075|0.359|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21039080|Mixed condiments and mixed seasonings, not described in add US note 3 to Ch. 21|KG||0.07|7|B|0.07|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21039090|Sauces and preps, neosi|KG||0.07|7|B|0.07|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21041000|Soups and broths and preparations therefor|KG||0.051|7|B|0.051|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21042000|Homogenized composite food preparations|KG||0.062|7|B|0.062|0|0|A||||E|0|0|IL|J|0|0|||CA|0.01|0|0|MX|0|0|0|7|0.2|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21050020|Ice cream, whether or not containing cocoa, not subject to gen note 15 or add. US note 5 to Ch.21|KG||0.409|4|B|0.185|0.546|0||||||||||||||||||MX|9999.99999999|9999.99999999|9999.99999999|4|0.2|0.59|0|01/01/1997 00:00:00|12/31/1997 00:00:00
21050040|Edible ice except ice cream, dairy products described in add'l U.S. note 1 to chap. 4, nesoi|KG||0.48|4|B|0.185|0.546|0||||||||||||||||||MX|9999.99999999|9999.99999999|9999.99999999|4|0.2|0.59|0|01/01/1997 00:00:00|12/31/1997 00:00:00
04041090|Whey (except modified whey), dried, whether or not conc. or sweetened, not subject to gen. note 15 or add US nte 12 to Ch.4|KG||0.186|1|B|0|0.953|0||||||||||||||||||MX|9999.99999999|9999.99999999|9999.99999999|1|0|1.03|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023210|Articles of a kind normally carried in the pocket or handbag, with outer surface of reinforced or laminated plastics|NO|KG|0.054|5|B|0.046|0.121|0|A||||E|0|0|IL|J|0|0|||CA|0.004|0.012|0|MX|0|0|0|5|0.4|1.1|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023220|Articles of a kind normally carried in the pocket or handbag, with outer surface of plastic sheeting, nesi|NO||0.2|7|B|0.2|0|0|A||||E|0|0|IL|J|0|0|||CA|0.02|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023240|Articles of a kind normally carried in the pocket or handbag, with outer surface of cotton, not of pile or tufted construction|NO|KG|0.069|7|B|0.069|0|0|||||E|0.049|0|IL|J|0.049|0|||CA|0.007|0|0|MX|0.043|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023280|Articles of a kind normally carried in the pocket or handbag,with outer surface of vegetable fibers,not of pile or tufted construction, nesi|NO|KG|0.063|7|B|0.063|0|0|||||E|0|0|IL|J|0.044|0|||CA|0.006|0|0|MX|0.039|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023285|Articles of a kind normally carried in the pocket or handbag, with outer surface 85% or more silk or silk waste|NO|KG|0.14|7|B|0.14|0|0|||||E|0|0|IL|J|0|0|||CA|0.02|0|0|MX|0.12|0|0|7|0.65|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023295|Articles of a kind normally carried in the pocket or handbag, with outer surface of textile materials, nesi|NO|KG|0.193|7|B|0.193|0|0|||||E|0.166|0|IL|J|0.166|0|||CA|0.02|0|0|MX|0.12|0|0|7|0.65|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023910|Articles of kind usually carried in pocket or handbag (o/t leather, shtng. of plas., tex. mat., vul. fib. or paperbd.), pap. cov., of plas.|NO|KG|0.053|7|B|0.053|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.8|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023920|Articles of kind usually carried in pocket or handbag (o/t leather, shtng. of plas., tex. mat., vul. fib. or paperbd.), pap. cov., of wood|NO|KG|0.04|7|B|0.04|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.33333333|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023950|Articles of kind usu. carried in pocket or handbag (o/t lea., shtng. of plas., tex. mat., vul. fib. or paperbd.), pap. cov., of mat. nesi|NO|KG|0.078|7|B|0.078|0|0|||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|1.1|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42023990|Articles of a kind normally carried in the pocket or handbag, with outer surface of vulcanized fiber or of paperboard|NO|KG|0.2|7|B|0.2|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.45|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
42029100|Cases, bags and containers nesi, with outer surface of leather, of composition leather or patent leather|NO||0.054|7|B|0.054|0|0|||||E|0.035|0|IL|J|0.035|0|||CA|0|0|0|MX|0.04|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029215|Travel, sports and similar bags with outer surface of cotton, not of pile or tufted construction|NO|KG|0.069|7|B|0.069|0|0|||||E|0.049|0|IL|J|0.049|0|||CA|0.007|0|0|MX|0.043|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029220|Travel, sports and similar bags with outer surface of vegetable fibers, excl. cotton, not of pile construction|NO|KG|0.063|7|B|0.063|0|0|||||E|0.044|0|IL|J|0.044|0|||CA|0.006|0|0|MX|0.039|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029230|Travel, sports and similar bags with outer surface of textile materials other than of vegetable fibers|NO|KG|0.193|7|B|0.193|0|0|||||E|0.166|0|IL|J|0.166|0|||CA|0.02|0|0|MX|0.12|0|0|7|0.65|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
44119900|Fiberboard of a density 0.35 g/cm3 or less, mechanically worked or surface covered|M3||0|0|B|0|0|0||||||||||||||||||||||7|0.2|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
42029245|Travel, sports and similar bags with outer surface of plastic sheeting|NO|KG|0.2|7|B|0.2|0|0|||||E|0.175|0|IL|J|0.175|0|||CA|0.02|0|0|MX|0.12|0|0|7|0.45|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029250|Musical instrument cases, with outer surface of plastic sheeting or of textile materials|NO||0.046|7|B|0.046|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029260|Bags, cases and similar containers, nesi, with outer surface of cotton|NO|KG|0.069|7|B|0.069|0|0|||||E|0.049|0|IL|J|0.049|0|||CA|0.007|0|0|MX|0.043|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029290|Bags, cases and similar containers nesi, with outer surface of plastic sheeting or of textile materials, excl. cotton|NO|KG|0.193|7|B|0.193|0|0|||||E|0.166|0|IL|J|0.166|0|||CA|0.02|0|0|MX|0.12|0|0|7|0.45|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029910|Cases, bags and sim. containers, nesi, of mat. (o/t leather, shtng. of plas., tex. mat., vul. fib., or paperbd.), pap. cov., of plastic|NO|KG|0.034|7|B|0.034|0|0|A||||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0.02|0|0|7|0.8|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029920|Cases & sim. cont., nesi, of mat. (o/t lea., shtng. of plas., tex. mat., vul. fib. or paperbd.), pap. cov., of wood, not lined with tex.fab.|NO|KG|0.053|7|B|0.053|0|0|A||||E|0|0|IL|J|0|0|||CA|0.006|0|0|MX|0.04|0|0|7|0.33333333|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029930|Cases, bags & sim. cont., nesi, of mat. (o/t lea., plas. shtng., tex. mat., vul. fib. or paperbd.), pap. cov., of wood, lined with tex. fab.|NO|KG|0.013|5|B|0.012|0.009|0|||||E|0|0|IL|J|0|0|||CA|0.002|0.002|0|||||5|0.2|0.11|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029950|Cases, bags & sim. cont., nesi, of mat. (o/t lea., plas. shtng., tex. mat., vul. fib. or paperbd.), pap. cov., except of wood or plastic|NO|KG|0.078|7|B|0.078|0|0|||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0.046|0|0|7|1.1|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42029990|Cases, bags and similar containers, nesi, with outer surface of vulcanized fiber or of paperboard|NO|KG|0.2|7|B|0.2|0|0|||||E|0.175|0|IL|J|0.175|0|||CA|0|0|0|MX|0.12|0|0|7|0.45|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42031020|Articles of apparel, of reptile leather|NO||0.047|7|B|0.047|0|0|A||||E|0|0|IL|J|0|0|||CA|0.004|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42031040|Articles of apparel, of leather or of composition leather, nesi|NO||0.06|7|B|0.06|0|0|||||E|0.048|0|IL|J|0.048|0|||CA|0.006|0|0|MX|0.036|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032140|Baseball and softball gloves and mitts, excluding batting gloves, of leather or of composition leather|NO||0|0|B|0|0|0||||||||||||||||||||||7|0.3|0|0|01/01/1995 00:00:00|12/31/1999 00:00:00
42032155|Cross-country ski gloves, mittens and mitts, of leather or of composition leather|PRS||0.035|7|B|0.035|0|0|A*|PK|||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032160|Ski or snowmobile gloves, mittens and mitts, nesi, of leather or of composition leather|PRS||0.055|7|B|0.055|0|0|A*|PK|||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.45|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032170|Ice hockey gloves, of leather or of composition leather|PRS||0|0|B|0|0|0||||||||||||||||||||||7|0.3|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
42032180|Gloves, mittens and mitts specially designed for use in sports, nesi, of leather or of composition leather|NA||0.049|7|B|0.049|0|0|A*|PK|||E|0|0|IL|J|0|0|||CA|0.004|0|0|MX|0|0|0|7|0.3|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032905|Gloves, wholly of horsehide or cowhide leather not specially designed for use in sports, with fourchettes or sidewalls|DPR||0.132|7|B|0.132|0|0|||||E|0|0|IL|J|0|0|||CA|0.014|0|0|MX|0.084|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032908|Gloves, wholly of horsehide or cowhide (except calfskin) leather, not specially designed for use in sports, nesi|DPR||0.14|7|B|0.14|0|0|||||E|0.115|0|IL|J|0.115|0|||CA|0.014|0|0|MX|0.084|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032915|Gloves not wholly of horsehide or cowhide leather not specially designed for use in sports, with fourchettes or sidewalls|DPR||0.14|7|B|0.14|0|0|||||E|0|0|IL|J|0|0|||CA|0.014|0|0|MX|0.084|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032918|Gloves not wholly of horsehide or cowhide leather not specially designed for use in sports, nesi|DPR||0.14|7|B|0.14|0|0|||||E|0.115|0|IL|J|0.115|0|||CA|0.014|0|0|MX|0.084|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032920|Gloves, mittens and mitts of leather or composition leather, nesi, not seamed|DPR||0.132|7|B|0.132|0|0|||||E|0|0|IL|J|0|0|||CA|0.014|0|0|MX|0.084|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032930|Men's gloves, mittens and mitts of leather or composition leather, nesi, seamed|DPR||0.14|7|B|0.14|0|0|||||E|0|0|IL|J|0|0|||CA|0.014|0|0|MX|0.084|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42032940|Gloves, mittens and mitts of leather or composition leather, nesi, not lined, for persons other than men|DPR||0.132|7|B|0.132|0|0|||||E|0|0|IL|J|0|0|||CA|0.014|0|0|MX|0.084|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
44081000|Coniferous veneer sheets and sheets for plywood & coniferous wood sawn/sliced/peeled not over 6 mm thick|M2||0|0|B|0|0|0||||||||||||||||||||||7|0.2|0|0|01/01/1990 00:00:00|12/31/1999 00:00:00
42032950|Gloves, mittens and mitts of leather or composition leather, nesi, lined, for persons other than men|DPR||0.132|7|B|0.132|0|0|||||E|0|0|IL|J|0|0|||CA|0.014|0|0|MX|0.084|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42033000|Belts and bandoliers with or without buckles, of leather or of composition leather|X||0.037|7|B|0.037|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42034030|Clothing accessories nesi, of reptile leather|X||0.052|7|B|0.052|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42034060|Clothing accessories of leather or of composition leather, nesi|X||0|0|B|0|0|0||||||||||||||||||||||7|0.35|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
42040030|Belting leather cut or wholly or partly manufactured into forms or shapes suit. for conversion into belting for machinery or appliances|KG||0.032|7|B|0.032|0|0|A||||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.125|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42040060|Articles of leather or composition leather used in machinery or mechanical appliances or for other technical uses, except belting leathers|X||0|0|B|0|0|0||||||||||||||||||||||7|0.35|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
42050020|Shoelaces of leather or of composition leather|X||0|0|B|0|0|0||||||||||||||||||||||7|0.15|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
42050040|Straps and strops of leather or of composition leather|X||0.022|7|B|0.022|0|0|A||||E|0|0|IL|J|0|0|||CA|0.002|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42050060|Articles of reptile leather, nesi|X||0.052|7|B|0.052|0|0|A*|AR|B||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42050080|Articles of leather or of composition leather, nesi, excluding reptile leather|X||0|0|B|0|0|0||||||||||||||||||||||7|0.35|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
42061030|Articles of catgut if imported for use in the manufacture of sterile surgical sutures|X||0.035|7|B|0.035|0|0|A||||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42061090|Articles of catgut, nesi|NA||0.054|7|B|0.054|0|0|A||||E|0|0|IL|J|0|0|||CA|0.007|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
42069000|Articles of gut (other than silkworm gut or catgut), of goldbeater's skin, of bladders or of tendons|X||0.012|7|B|0.012|0|0|A||||E|0|0|IL|J|0|0|||CA|0.003|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43011000|Raw furskins of mink, whole, with or without head, tail or paws|NO||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1990 00:00:00|12/31/1999 00:00:00
43012000|Raw furskins of rabbit or hare, whole, with or without head, tail or paws|NO||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
43013000|Raw lamb furskins of Astrakhan, Broadtail, Caracul, Persian, Indian, Chinese, Mongolian, Tibetan, whole|NO||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
43014000|Raw furskins of beaver, whole, with or without head, tail or paws|NO||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
43015000|Raw furskins of muskrat, whole, with or without head, tail or paws|NO||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
43016030|Raw furskins of silver, black or platinum fox (including mutations of these), whole, with or without head, tail or paws|NO||0.066|7|B|0.066|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43016060|Raw furskins of fox, other than of silver, black or platinum fox, whole, with or without head, tail or paws|NO||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
43017000|Raw furskins of seal, whole, with or without head, tail or paws|NO||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
43018000|Raw furskins, whole, with or without head, tail or paws, nesi|NO||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1990 00:00:00|12/31/1999 00:00:00
43019000|Heads, tails, paws and other pieces or cuttings of raw furskins, suitable for furriers' use|X||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
43021100|Tanned or dressed whole furskins of mink, with or without head, tail or paws, not assembled|NO||0.021|7|B|0.021|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.25|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
43021200|Tanned or dressed whole furskins of rabbit or hare, with or without head, tail or paws, not assembled|NO||0.031|7|B|0.031|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43021300|Tanned/dressed whole skins of Astrakhan, Broadtail, Caracul, Persian, Indian, Mongolian, Chinese & Tibetan lamb, not assembled|NO||0.026|7|B|0.026|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43021915|Tanned or dressed whole furskins of silver, black or platinum fox (including mutations), with or without head, tail or paws, not assembled|NO||0.066|7|B|0.066|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43021930|Tanned or dressed whole furskins of beaver, chinchilla, ermine, lynx, raccoon, sable, other specified animals, not dyed, not assembled|NO||0.017|7|B|0.017|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43021945|Tanned or dressed whole furskins of beaver, chinchilla, ermine, lynx, raccoon, sable, wolf, other specified animals, dyed, not assembled|NO||0.026|7|B|0.026|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43021960|Tanned or dressed whole furskins, nesi, with or without head, tail or paws, not assembled, not dyed|NO||0.041|7|B|0.041|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43021975|Tanned or dressed whole furskins, nesi, with or without head, tail or paws, not assembled, dyed|NO||0.02|7|B|0.02|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43022030|Heads, tails, paws, other pieces or cuttings of dressed or tanned furskins, of beaver, ermine, wolf, other specified animals, nt assembled|X||0.021|7|B|0.021|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.25|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
43022060|Heads, tails, paws and other pieces or cuttings of dressed or tanned furskins, nesi, not assembled, not dyed|X||0.041|7|B|0.041|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43022090|Heads, tails, paws and other pieces or cuttings of dressed or tanned furskins, nesi, not assembled, dyed|X||0.02|7|B|0.02|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.3|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
43023000|Whole furskins and pieces or cuttings thereof, tanned and dressed, assembled|X||0.053|7|B|0.053|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1994 00:00:00|12/31/1999 00:00:00
44011000|Fuel wood, in logs, in billets, in twigs, in faggots or similar forms|X||0|0|B|0|0|0||||||||||||||||||||||7|0.2|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
44012100|Coniferous wood in chips or particles|T||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
44012200|Nonconiferous wood in chips or particles|T||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
44013020|Artificial fire logs, composed of wax and sawdust, with or without added materials|KG||0.018|7|B|0.018|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.2|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
44013040|Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms, nesi|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1990 00:00:00|12/31/1999 00:00:00
44020000|Wood charcoal (including shell or nut charcoal), whether or not agglomerated|T||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
44031000|Wood in the rough whether or not stripped of bark or sapwood, or roughly squared, treated with paint, stain, creosote or other preservatives|NA||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1990 00:00:00|12/31/1999 00:00:00
44032000|Coniferous wood in the rough, whether or not stripped of bark or sapwood or roughly squared, not treated with preservatives|NA||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1990 00:00:00|12/31/1999 00:00:00
44034100|Wood in the rough/roughly squared,of Dark Red Meranti,Light Red Meranti and Meranti Bakau,not treated with paint/stain/cresote/other preserv|M3||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1996 00:00:00|12/31/1999 00:00:00
44034900|Wood in rough/roughly squared,of tropical wood specified in ch. 44 subhead note 1 nesoi,not treated with paint/stain/cresote/other preserv|M3||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1996 00:00:00|12/31/1999 00:00:00
44039100|Oak wood in the rough, whether or not stripped of bark or sapwood, or roughly squared, not treated with preservatives|M3||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
44039200|Beech wood in the rough, not treated with preservatives|M3||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
44039900|Wood in the rough, nesi|M3||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1990 00:00:00|12/31/1999 00:00:00
44041000|Coniferous wood, roughly shaped into poles, pickets, stakes, sticks and other forms, to be finished into specific articles or products|X||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
44042000|Nonconiferous wood, roughly shaped into poles, pickets, stakes, sticks and other forms, to be finished into specific articles or products|X||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
44061000|Railway or tramway sleepers (cross-ties) of wood, not impregnated|M3|NO|0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1993 00:00:00|12/31/1999 00:00:00
44069000|Railway or tramway sleepers (cross-ties) of wood, impregnated|M3|NO|0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1993 00:00:00|12/31/1999 00:00:00
44071000|Coniferous wood sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm|M3||0|0|B|0|0|0||||||||||||||||||||||1|0|1.7|0|01/01/1997 00:00:00|12/31/1999 00:00:00
44072400|Virola, Mahogany, Imbuia and Balsa wood sawn or chipped lengthwise, sliced or peeled, over 6 mm thick|M3||0|0|B|0|0|0||||||||||||||||||||||1|0|1.27|0|01/01/1996 00:00:00|12/31/1999 00:00:00
44072500|Dark Red Meranti, Light Red Meranti and Meranti Bakau wood sawn or chipped lengthwise, sliced or peeled, over 6 mm thick|M3||0|0|B|0|0|0||||||||||||||||||||||1|0|1.27|0|01/01/1996 00:00:00|12/31/1999 00:00:00
