hts8|brief_description|quantity_1_code|quantity_2_code|mfn_ave97|mfn_rate_type_code|wto_binding_code|mfn_ad_val_rate|mfn_specific_rate|mfn_other_rate|gsp_indicator|gsp_ctry_excluded|apta_indicator|civil_air_indicator|cbi_indicator|cbi_ad_val_rate|cbi_specific_rate|israel_fta_indicator|atpa_indicator|atpa_ad_val_rate|atpa_specific_rate|pharmaceutical_ind|dyes_indicator|nafta_canada_ind|canada_ad_val_rate|canada_specific_rate|canada_other_rate|nafta_mexico_ind|mexico_ad_val_rate|mexico_specific_rate|mexico_other_rate|col2_rate_type_code|col2_ad_val_rate|col2_specific_rate|col2_other_rate|begin_effect_date|end_effective_date
52104980|Woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly with m-m fibers, n/o 200 g/m2, number 69 or higher, of yarn of diff colors|M2|KG|0.155|7|B|0.155|0|0||||||||IL||||||CA|0.015|0|0|MX|0.052|0|0|7|0.435|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52105140|Printed plain weave cotton fabrics, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 42 or lower|M2|KG|0.103|7|B|0.103|0|0||||||||IL||||||CA|0.01|0|0|MX|0.037|0|0|7|0.279|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52105160|Printed plain weave cotton fabrics, < 85% cotton by wt, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of numbers 43-68|M2|KG|0.122|7|B|0.122|0|0||||||||IL||||||CA|0.012|0|0|MX|0.042|0|0|7|0.327|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52105180|Printed plain weave cotton fabrics, < 85% cotton by weight, mixed mainly/solely with man-made fibers, n/o 200 g/m2, of number 69 or higher|M2|KG|0.155|7|B|0.155|0|0||||||||IL||||||CA|0.015|0|0|MX|0.052|0|0|7|0.435|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52105200|Printed 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, n/o 200 g/m2|M2|KG|0.108|7|B|0.108|0|0||||||||IL||||||CA|0.011|0|0|MX|0|0|0|7|0.297|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52105920|Printed satin or twill weave cotton fabrics, nesoi, < 85% cotton by wt, mixed mainly/solely with man-made fibers, weighing n/o 200 g/m2|M2|KG|0.108|7|B|0.108|0|0||||||||IL||||||CA|0.011|0|0|MX|0|0|0|7|0.297|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52105940|Printed woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely with man-made fibers, wt n/o 200g/m2, of number 42 or lower|M2|KG|0.099|7|B|0.099|0|0||||||||IL||||||CA|0.01|0|0|MX|0.037|0|0|7|0.279|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52105960|Printed woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely with man-made fibers, weighing n/o 200g/m2, of numbers 43-68|M2|KG|0.117|7|B|0.117|0|0||||||||IL||||||CA|0.012|0|0|MX|0.042|0|0|7|0.327|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52105980|Printed woven fabrics of cotton, nesoi, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, weighing n/o 200g/m2, number 69 or higher|M2|KG|0.132|7|B|0.132|0|0||||||||IL||||||CA|0.015|0|0|MX|0.052|0|0|7|0.435|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52111100|Unbleached plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, over 200 g/m2|M2|KG|0.077|7|B|0.077|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.199|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52111200|Unbleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fiber, ov 200 g/m2|M2|KG|0.077|7|B|0.077|0|0||||||||IL||||||CA|0.007|0|0|MX|0|0|0|7|0.199|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52111900|Unbleached woven fabrics of cotton, nesoi, containing < 85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200 g/m2|M2|KG|0.077|7|B|0.077|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.199|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52112100|Bleached plain weave fabrics of cotton, < 85% cotton by weight, mixed mainly/solely with man-made fibers, over 200 g/m2|M2|KG|0.088|7|B|0.088|0|0||||||||IL||||||CA|0.008|0|0|MX|0.032|0|0|7|0.229|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52112200|Bleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, over 200 g/m2|M2|KG|0.088|7|B|0.088|0|0||||||||IL||||||CA|0.008|0|0|MX|0|0|0|7|0.229|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52112900|Bleached woven fabrics of cotton, nesoi, containing < 85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200g/m2|M2|KG|0.088|7|B|0.088|0|0||||||||IL||||||CA|0.008|0|0|MX|0.032|0|0|7|0.229|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52113100|Dyed plain weave fabrics of cotton, containing < 85% cotton by weight, mixed mainly/solely with man-made fibers, more than 200 g/m2|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0.009|0|0|MX|0.035|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52113200|Dyed 3- or 4-thread twill fabrics of cotton, incl. cross twill, < 85% cotton by wt, mixed mainly/solely w/man-made fibers, more than 200g/m2|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0.009|0|0|MX|0|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52113900|Dyed woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely with man-made fibers, weighing more than 200g/m2|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0.009|0|0|MX|0.035|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52114100|Plain weave fabrics of cotton, < 85% cotton by weight, mixed mainly/solely with man-made fibers, over 200g/m2, of yarns of different colors|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0.009|0|0|MX|0.035|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52114200|Denim containing < 85% cotton by wt, mixed mainly/solely w/man-made fibers, weighing > 200 g/m2, of yarns of different colors|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0|0|0|MX|0|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52114300|3-or 4-thread twill fab of cotton,incl cross twill,nesoi,< 85% cotton wt,mixed mainly/solely w/mm fibers,ov 200 g/m2, of yarn of diff colors|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0.009|0|0|MX|0.035|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52114900|Woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely w/manmade fibers, over 200g/m2, of yarns of different colors|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0.009|0|0|MX|0.035|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52115100|Printed plain weave fabrics of cotton, < 85% cotton by wt, mixed mainly/solely with man-made fibers, weighing more than 200g/m2|M2|KG|0.068|7|B|0.068|0|0||||||||IL||||||CA|0.009|0|0|MX|0.035|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
08030020|Bananas, fresh or dried|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
52115200|Printed 3- or 4-thread twill fabrics of cotton, incl cross twill, < 85% cotton by wt, mixed mainly/solely with man-made fibers, over 200g/m2|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0.009|0|0|MX|0|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52115900|Printed woven fabrics of cotton, nesoi, < 85% cotton by weight, mixed mainly/solely with man-made fibers, weighing more than 200g/m2|M2|KG|0.092|7|B|0.092|0|0||||||||IL||||||CA|0.009|0|0|MX|0.035|0|0|7|0.259|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121110|Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, unbleached|M2|KG|0.28|7|B|0.28|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121160|Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, unbleached|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121210|Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, bleached|M2|KG|0.28|7|B|0.28|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121260|Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, bleached|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121310|Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, dyed|M2|KG|0.28|7|B|0.28|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121360|Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, dyed|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121410|Other woven fabrics of cotton, containing 36% or more of wool or fine hair, weighing not more than 200 g/m2, of yarns of different colors|M2|KG|0.28|7|B|0.28|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121460|Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, of yarns of different colors|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121510|Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing not more than 200 g/m2, printed|M2|KG|0.231|7|B|0.231|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52121560|Other woven fabrics of cotton, nesoi, weighing not more than 200 g/m2, printed|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122110|Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, unbleached|M2|KG|0.28|7|B|0.28|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122160|Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, unbleached|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122210|Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, bleached|M2|KG|0.28|7|B|0.28|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122260|Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, bleached|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122310|Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, dyed|M2|KG|0.28|7|B|0.28|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122360|Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, dyed|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122410|Other woven fabrics of cotton,containing 36% or more by weight of wool or fine hair,weighing more than 200 g/m2,of yarns of different colors|M2|KG|0.28|7|B|0.28|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122460|Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, of yarns of different colors|M2|KG|0.078|7|B|0.078|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122510|Other woven fabrics of cotton, containing 36% or more by weight of wool or fine hair, weighing more than 200 g/m2, printed|M2|KG|0.231|7|B|0.231|0|0||||||||IL||||||CA|0.033|0|0|MX|0.088|0|0|7|0.685|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
52122560|Other woven fabrics of cotton, nesoi, weighing more than 200 g/m2, printed|M2|KG|0.055|7|B|0.055|0|0||||||||IL||||||CA|0.007|0|0|MX|0.028|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53011000|Flax, raw or retted|KG||0|0|B|0|0|0||||||||||||||||||||||1|0|0.003|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53012100|Flax, broken or scutched|KG||0.003|1|B|0|0.003|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|1|0|0.033|0|01/01/1996 00:00:00|12/31/1998 00:00:00
53012900|Flax, hackled or otherwise processed, except broken or scutched but not spun|KG||0.049|7|B|0.049|0|0|||||E|0|0|IL|J|0|0|||CA|0.006|0|0|MX|0|0|0|7|0.2|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53013000|Flax tow and waste (including yarn waste and garnetted stock)|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53021000|True hemp, raw or retted|KG||0|0|B|0|0|0||||||||||||||||||||||1|0|0.044|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53029000|True hemp, processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock)|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53031000|Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or retted|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53039000|Jute and other textile bast fibers (excluding flax, true hemp and ramie), processed but not spun; tow and waste of these fibers|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53041000|Sisal and other textile fibers of genus Agave, raw|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53049000|Sisal and other textile fibers of genus Agave, processed but not spun; tow and waste of these fibers (incl. yarn waste and garnetted stock)|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53051100|Coconut (coir) fibers, raw|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53051900|Coconut (coir) fibers, processed but not spun; coconut tow, noils and waste (including yarn waste and garnetted stock)|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53052100|Abaca (Manila hemp or Musa textilis Nee) fibers, raw|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53052900|Abaca (Manila hemp or Musa textilis Nee) fibers, processed but not spun; abaca tow, noils and waste (incl. yarn waste and garnetted stock)|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53059100|Vegetable textile fibers nesoi, raw|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53059900|Vegetable textile fibers nesoi, processed but not spun; tow, noils and waste of these fibers (including yarn waste and garnetted stock)|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53061000|Flax yarn, single|KG||0.046|7|B|0.046|0|0|||||E*|0|0|IL||||||CA|0|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53062000|Flax yarn, multiple (folded) or cabled|KG||0.042|7|B|0.042|0|0|||||E*|0|0|IL||||||CA|0|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53071000|Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), single|KG||0.016|7|B|0.016|0|0|A||||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.15|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53072000|Yarn of jute or other textile bast fibers (excluding flax, true hemp, and ramie), multiple (folded) or cabled|KG||0.021|7|B|0.021|0|0|A*|IN|||E|0|0|IL|J|0|0|||CA|0|0|0|MX|0|0|0|7|0.25|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53081000|Coir yarn|KG||0|0|B|0|0|0||||||||||||||||||||||0|0|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53082000|True hemp yarn|KG||0.046|7|B|0.046|0|0|||||E*|0|0|IL||||||CA|0.006|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53083000|Paper yarn|KG||0.045|7|B|0.045|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.35|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53089000|Yarn of other vegetable textile fibers, nesoi|KG||0.028|7|B|0.028|0|0|||||E*|0|0|IL||||||CA|0|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53091100|Woven fabrics of flax, containing 85 percent or more by weight of flax, unbleached or bleached|M2|KG|0.021|7|B|0.021|0|0|||||E|0|0|IL||||||CA|0.003|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53091900|Woven fabrics of flax, containing 85 percent or more by weight of flax, other than unbleached or bleached|M2|KG|0.021|7|B|0.021|0|0|||||E|0|0|IL||||||CA|0.003|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53092120|Woven fabrics of flax, containing less than 85% by weight of flax, containing over 17% of wool or fine animal hair, unbleached or bleached|M2|KG|0.218|7|B|0.218|0|0||||||||IL||||||CA|0.025|0|0|MX|0|0|0|7|0.9|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53092130|Woven fabrics of flax, < 85% by wt of flax, unbleached or bleached, containing < 17% by wt of wool and containing cotton and manmade fibers|M2|KG|0.075|7|B|0.075|0|0|||||E*|0|0|IL||||||CA|0.007|0|0|MX|0|0|0|7|0.78|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53092140|Woven fabrics of flax, containing less than 85 percent by weight of flax, unbleached or bleached, nesoi|M2|KG|0.021|7|B|0.021|0|0|||||E*|0|0|IL||||||CA|0.003|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53092920|Woven fabrics of flax, containing < 85% by wt of flax, contain over 17% by wt of wool or fine animal hair, other than unbleached or bleached|M2|KG|0.218|7|B|0.218|0|0||||||||IL||||||CA|0.025|0|0|MX|0|0|0|7|0.9|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53092930|Woven fabrics of flax, less than 85% by wt of flax, containing less than 17% by wt of wool and containing cotton and manmade fibers, nesoi|M2|KG|0.055|7|B|0.055|0|0|||||E*|0|0|IL||||||CA|0.007|0|0|MX|0|0|0|7|0.78|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53092940|Woven fabrics of flax, containing less than 85 percent by weight of flax, other than unbleached or bleached, nesoi|M2|KG|0.021|7|B|0.021|0|0|||||E*|0|0|IL||||||CA|0.003|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53101000|Unbleached woven fabrics of jute or of other textile bast fibers of heading 5303|M2|KG|0|0|B|0|0|0||||||||||||||||||||||7|0.4|0|0|01/01/1989 00:00:00|12/31/1999 00:00:00
53109000|Woven fabrics of jute or of other textile bast fibers of heading 5303, other than unbleached|M2|KG|0.006|7|B|0.006|0|0|A*|IN|||E|0|0|IL|J|0|0|||CA|0.001|0|0|MX|0|0|0|7|0.115|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53110020|Woven fabrics of other vegetable textile fibers, containing more than 17% by weight of wool or fine animal hair|M2|KG|0.218|7|B|0.218|0|0||||||||IL||||||CA|0.025|0|0|MX|0|0|0|7|0.9|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53110030|Woven fabrics of other vegetable textile fibers, containing cotton and manmade fibers, nesoi|M2|KG|0.055|7|B|0.055|0|0|||||E*|0|0|IL||||||CA|0.007|0|0|MX|0|0|0|7|0.78|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53110040|Woven fabrics of other vegetable textile fibers, nesoi|M2|KG|0.021|7|B|0.021|0|0|||||E*|0|0|IL||||||CA|0.003|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
53110060|Woven fabrics of paper yarn|KG||0.045|7|B|0.045|0|0|A||||E|0|0|IL|J|0|0|||CA|0.005|0|0|MX|0|0|0|7|0.4|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54011000|Sewing thread of synthetic filaments, whether or not put up for retail sale|KG||0.125|7|B|0.125|0|0||||||||IL||||||CA|0.013|0|0|MX|0|0|0|7|0.55|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54012000|Sewing thread of artificial filaments, whether or not put up for retail sale|KG||0.125|7|B|0.125|0|0||||||||IL||||||CA|0.013|0|0|MX|0|0|0|7|0.55|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54021030|Single high tenacity yarn of nylon or polyamides, not put up for retail sale|KG||0.096|7|B|0.096|0|0||||||||IL||||||CA|0|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54021060|Multiple (folded) or cabled high tenacity yarn (except sewing thread) of nylon or other polyamides, not put up for retail sale|KG||0.088|7|B|0.088|0|0||||||||IL||||||CA|0.009|0|0|MX|0.033|0|0|7|0.55|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54022030|Single high tenacity yarn of polyesters, not put up for retail sale|KG||0.096|7|B|0.096|0|0||||||||IL||||||CA|0|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54022060|Multiple (folded) or cabled high tenacity yarn (except sewing thread) of polyesters, not put up for retail sale|KG||0.086|7|B|0.086|0|0||||||||IL||||||CA|0.009|0|0|MX|0.033|0|0|7|0.55|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54023130|Single textured yarn, of nylon or other polyamides, measuring not more than 500 decitex, not put up for retail sale|KG||0.096|7|B|0.096|0|0||||||||IL||||||CA|0.01|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54023160|Multiple or cabled textured yarn (except sewing thread), of polyamides, single yarn not more than 500 decitex, not put up for retail sale|KG||0.088|7|B|0.088|0|0||||||||IL||||||CA|0.009|0|0|MX|0.033|0|0|7|0.55|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54023230|Single textured yarn, of nylon or other polyamides, measuring more than 500 decitex, not put up for retail sale|KG||0.094|7|B|0.094|0|0||||||||IL||||||CA|0.01|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54023260|Multiple or cabled textured yarn (except sewing thread), of polyamides, single yarn more than 500 decitex, not put up for retail sale|KG||0.088|7|B|0.088|0|0||||||||IL||||||CA|0.009|0|0|MX|0.033|0|0|7|0.55|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54023330|Single textured yarn of polyesters, not put up for retail sale|KG||0.096|7|B|0.096|0|0||||||||IL||||||CA|0.01|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54023360|Multiple or cabled textured yarn (except sewing thread), of polyesters, not put up for retail sale|KG||0.088|7|B|0.088|0|0||||||||IL||||||CA|0.009|0|0|MX|0.033|0|0|7|0.55|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54023930|Single textured yarn, nesoi, not put up for retail sale|KG||0.096|7|B|0.096|0|0||||||||IL||||||CA|0.01|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54023960|Multiple or cabled textured yarn (except sewing thread), nesoi, not put up for retail sale|KG||0.088|7|B|0.088|0|0||||||||IL||||||CA|0.009|0|0|MX|0.033|0|0|7|0.55|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54024110|Synth filament yarn, for doll wigs, of colored multifil, untwisted/with twist < 5 turns/meter, of nylon or other polyamide, not retail sale|KG||0|0|B|0|0|0||||||||||||||||||||||7|0.5|0|0|01/01/1995 00:00:00|12/31/1999 00:00:00
54024190|Syn filament yarn (not for doll wigs), of colored multifil, untwisted/with twist < 5 turns/meter, of nylon or o/polyamides, not retail sale|KG||0.094|7|B|0.094|0|0||||||||IL||||||CA|0.01|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54024200|Yarn of polyesters, partially oriented, single, untwisted or with a twist not exceeding 50 turns/m, not put up for retail sale|KG||0.096|7|B|0.096|0|0||||||||IL||||||CA|0|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54024310|Single yarn, twist of 0-50 turns/m, wholly polyester, 75-80 decitex, 24 filaments, nesoi, not put up for retail sale|KG||0.094|7|B|0.094|0|0||||||||IL||||||CA|0.01|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54024390|Single yarn, twist of 0-50 turns/m, other than wholly of polyester, nesoi, not put up for retail sale|KG||0.094|7|B|0.094|0|0||||||||IL||||||CA|0.01|0|0|MX|0.036|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
54024910|Colored multifilament yarn to be used to make wigs for dolls, of modacrylic, untwisted or twisted, < 5 turns per meter, not for retail sale|KG||0|0|B|0|0|0||||||||||||||||||||||7|0.5|0|0|01/01/1995 00:00:00|12/31/1999 00:00:00
54024990|Other yarns, monofil; multifil, untwisted or twisted > or = to 5, not exceeding 50 turns per meter of other synthetic, not for retail sale|KG||0.094|7|B|0.094|0|0||||||||IL||||||CA|0.01|0|0|MX|0|0|0|7|0.5|0|0|01/01/1997 00:00:00|12/31/1997 00:00:00
